model_family,candidate_id,scaler,alpha,l1_ratio,mean_log_rmse,std_log_rmse,fold_scores,fit_time_seconds,rank
Ridge,24,standard,20.0,,0.11951480822621958,0.008365122468164314,"[np.float64(0.11755), np.float64(0.12233), np.float64(0.12024), np.float64(0.13169), np.float64(0.10576)]",0.10797715187072754,147
ElasticNet,16,standard,0.0003,0.7,0.11961836333969553,0.0078246070005961,"[np.float64(0.1216), np.float64(0.1204), np.float64(0.12102), np.float64(0.12959), np.float64(0.10547)]",0.9804952144622803,148
ElasticNet,98,standard,0.003,0.05,0.11962449571282537,0.008022500283512311,"[np.float64(0.11954), np.float64(0.12117), np.float64(0.12102), np.float64(0.13071), np.float64(0.10568)]",1.0931992530822754,149
ElasticNet,28,standard,0.0005,0.4,0.11966161760555563,0.007859995092910249,"[np.float64(0.12144), np.float64(0.12048), np.float64(0.12109), np.float64(0.12979), np.float64(0.1055)]",0.8676919937133789,150
Ridge,22,standard,15.0,,0.11996327786402516,0.008375889319658285,"[np.float64(0.1183), np.float64(0.12269), np.float64(0.12065), np.float64(0.1321), np.float64(0.10608)]",0.113616943359375,151
ElasticNet,68,standard,0.0015,0.1,0.12003322549078126,0.008022672385705278,"[np.float64(0.1211), np.float64(0.12126), np.float64(0.12136), np.float64(0.13069), np.float64(0.10576)]",0.9611122608184814,152
ElasticNet,54,standard,0.001,0.15,0.12021434219980187,0.008038766749806402,"[np.float64(0.12189), np.float64(0.12126), np.float64(0.12149), np.float64(0.13066), np.float64(0.10577)]",0.7900111675262451,153
ElasticNet,139,robust,0.007,0.4,0.12028515006632952,0.010026486801405717,"[np.float64(0.12201), np.float64(0.11387), np.float64(0.13329), np.float64(0.12742), np.float64(0.10484)]",0.3480956554412842,154
ElasticNet,26,standard,0.0005,0.3,0.1204606487083317,0.00804932761055318,"[np.float64(0.1229), np.float64(0.12137), np.float64(0.12166), np.float64(0.13054), np.float64(0.10583)]",0.8939456939697266,155
ElasticNet,40,standard,0.0007,0.2,0.12051866954208704,0.008085419215430658,"[np.float64(0.12279), np.float64(0.12149), np.float64(0.12169), np.float64(0.13076), np.float64(0.10587)]",0.8858582973480225,156
Ridge,20,standard,10.0,,0.12057129795666732,0.008397139018742384,"[np.float64(0.1195), np.float64(0.12317), np.float64(0.12116), np.float64(0.13259), np.float64(0.10644)]",0.1120920181274414,157
ElasticNet,14,standard,0.0003,0.5,0.1205896992216466,0.008065394986097577,"[np.float64(0.12344), np.float64(0.12146), np.float64(0.12175), np.float64(0.13046), np.float64(0.10584)]",0.9229509830474854,158
ElasticNet,82,standard,0.002,0.05,0.12059551656571392,0.008151612549519386,"[np.float64(0.1216), np.float64(0.1222), np.float64(0.12165), np.float64(0.13143), np.float64(0.1061)]",1.3631341457366943,159
Ridge,18,standard,8.0,,0.12089875110553357,0.008411997374866951,"[np.float64(0.12024), np.float64(0.12341), np.float64(0.12142), np.float64(0.13282), np.float64(0.1066)]",0.10798072814941406,160
ElasticNet,52,standard,0.001,0.1,0.1210526938156908,0.008204959314208908,"[np.float64(0.12326), np.float64(0.12234), np.float64(0.12203), np.float64(0.13146), np.float64(0.10619)]",1.1585068702697754,161
ElasticNet,153,robust,0.01,0.3,0.12109861539770314,0.009948092246483756,"[np.float64(0.12318), np.float64(0.11442), np.float64(0.13378), np.float64(0.12829), np.float64(0.10582)]",0.33121514320373535,162
ElasticNet,12,standard,0.0003,0.4,0.12110963691565695,0.008165906454146304,"[np.float64(0.1244), np.float64(0.12201), np.float64(0.12212), np.float64(0.1309), np.float64(0.10612)]",1.1676886081695557,163
ElasticNet,38,standard,0.0007,0.15,0.12112660788903103,0.008195782299676182,"[np.float64(0.12383), np.float64(0.12222), np.float64(0.12209), np.float64(0.1313), np.float64(0.1062)]",1.1934173107147217,164
ElasticNet,66,standard,0.0015,0.05,0.12124105566707236,0.008283744492134024,"[np.float64(0.12293), np.float64(0.12286), np.float64(0.1221), np.float64(0.13197), np.float64(0.10635)]",1.813749074935913,165
ElasticNet,24,standard,0.0005,0.2,0.1213526405706816,0.008241309155123586,"[np.float64(0.12451), np.float64(0.12239), np.float64(0.12226), np.float64(0.13134), np.float64(0.10626)]",1.4490339756011963,166
Ridge,16,standard,5.0,,0.12157493088654055,0.008454891000562717,"[np.float64(0.12197), np.float64(0.12388), np.float64(0.12195), np.float64(0.13321), np.float64(0.10686)]",0.12152338027954102,167
ElasticNet,10,standard,0.0003,0.3,0.12172484829108274,0.008360447243174056,"[np.float64(0.12544), np.float64(0.12272), np.float64(0.12255), np.float64(0.13158), np.float64(0.10633)]",1.9644582271575928,168
ElasticNet,36,standard,0.0007,0.1,0.12184305269172921,0.008414098255330247,"[np.float64(0.12492), np.float64(0.1232), np.float64(0.12254), np.float64(0.1321), np.float64(0.10645)]",1.545348882675171,169
ElasticNet,22,standard,0.0005,0.15,0.1218789428773712,0.008415065098754011,"[np.float64(0.12533), np.float64(0.12307), np.float64(0.12261), np.float64(0.13195), np.float64(0.10643)]",1.7021899223327637,170
Ridge,1,robust,0.1,,0.1219527707678015,0.008540911848856489,"[np.float64(0.12649), np.float64(0.12366), np.float64(0.1224), np.float64(0.13123), np.float64(0.10599)]",0.24378323554992676,171
ElasticNet,50,standard,0.001,0.05,0.12205894996294522,0.00846742082235253,"[np.float64(0.12483), np.float64(0.12365), np.float64(0.12263), np.float64(0.13254), np.float64(0.10663)]",2.73030686378479,172
Ridge,14,standard,3.0,,0.12227117868106963,0.008527551197032005,"[np.float64(0.12396), np.float64(0.12432), np.float64(0.12251), np.float64(0.13348), np.float64(0.10708)]",0.11076974868774414,173
ElasticNet,141,robust,0.007,0.5,0.1223442283246341,0.009856367655930814,"[np.float64(0.12458), np.float64(0.11539), np.float64(0.13547), np.float64(0.12874), np.float64(0.10754)]",0.3119823932647705,174
ElasticNet,127,robust,0.005,0.7,0.1223701823874713,0.00987861205149482,"[np.float64(0.12444), np.float64(0.11576), np.float64(0.13561), np.float64(0.12867), np.float64(0.10737)]",0.34174656867980957,175
ElasticNet,8,standard,0.0003,0.2,0.12243718854750821,0.008587634147775117,"[np.float64(0.12662), np.float64(0.12361), np.float64(0.12301), np.float64(0.13236), np.float64(0.10659)]",3.1082539558410645,176
ElasticNet,20,standard,0.0005,0.1,0.1224763440191861,0.008579262666809162,"[np.float64(0.12631), np.float64(0.12384), np.float64(0.12299), np.float64(0.13256), np.float64(0.10668)]",2.222784996032715,177
ElasticNet,34,standard,0.0007,0.05,0.12266952552851536,0.008607077285859919,"[np.float64(0.12633), np.float64(0.12417), np.float64(0.1231), np.float64(0.13289), np.float64(0.10686)]",3.82027530670166,178
Ridge,12,standard,2.0,,0.12276818564054062,0.008603533803189928,"[np.float64(0.12547), np.float64(0.1246), np.float64(0.12296), np.float64(0.1336), np.float64(0.10721)]",0.10660696029663086,179
ElasticNet,6,standard,0.0003,0.15,0.12282742012645165,0.008695444051373982,"[np.float64(0.1273), np.float64(0.12407), np.float64(0.12331), np.float64(0.13271), np.float64(0.10675)]",3.3473703861236572,180
ElasticNet,18,standard,0.0005,0.05,0.12312549301742284,0.008706933908351368,"[np.float64(0.12746), np.float64(0.12451), np.float64(0.12352), np.float64(0.13309), np.float64(0.10704)]",5.88078236579895,181
ElasticNet,4,standard,0.0003,0.1,0.12324296947094918,0.008773813394046405,"[np.float64(0.12802), np.float64(0.12449), np.float64(0.12368), np.float64(0.13305), np.float64(0.10699)]",4.389790773391724,182
Ridge,10,standard,1.0,,0.12344470125514787,0.008741985179482437,"[np.float64(0.12758), np.float64(0.12494), np.float64(0.1237), np.float64(0.13364), np.float64(0.10736)]",0.11145615577697754,183
ElasticNet,155,robust,0.01,0.4,0.12347862488353926,0.009714880703384178,"[np.float64(0.12588), np.float64(0.11623), np.float64(0.13627), np.float64(0.12996), np.float64(0.10905)]",0.29103994369506836,184
Ridge,8,standard,0.8,,0.12360974094069772,0.008781735572842127,"[np.float64(0.12811), np.float64(0.12501), np.float64(0.12391), np.float64(0.13362), np.float64(0.10739)]",0.10714602470397949,185
ElasticNet,2,standard,0.0003,0.05,0.1236281721831709,0.008842431730091613,"[np.float64(0.12871), np.float64(0.12477), np.float64(0.12409), np.float64(0.13334), np.float64(0.10722)]",10.117384910583496,186
Ridge,6,standard,0.5,,0.1238769167772383,0.008851045674472948,"[np.float64(0.129), np.float64(0.12509), np.float64(0.12432), np.float64(0.13354), np.float64(0.10743)]",0.1104135513305664,187
Ridge,4,standard,0.3,,0.12406524434087285,0.00890386947346585,"[np.float64(0.12969), np.float64(0.12511), np.float64(0.12468), np.float64(0.1334), np.float64(0.10745)]",0.12399792671203613,188
Ridge,2,standard,0.1,,0.12429130793968002,0.008972074264000617,"[np.float64(0.13059), np.float64(0.12507), np.float64(0.12526), np.float64(0.13309), np.float64(0.10744)]",0.12835168838500977,189
ElasticNet,143,robust,0.007,0.7,0.12509162643607402,0.009516702951443811,"[np.float64(0.12758), np.float64(0.11766), np.float64(0.13811), np.float64(0.13079), np.float64(0.11132)]",0.29888272285461426,190
ElasticNet,157,robust,0.01,0.5,0.12535851372205034,0.009488665603040252,"[np.float64(0.128), np.float64(0.11783), np.float64(0.13815), np.float64(0.1312), np.float64(0.11162)]",0.28197765350341797,191
ElasticNet,159,robust,0.01,0.7,0.1284135038012249,0.009381977524755097,"[np.float64(0.13253), np.float64(0.12034), np.float64(0.14085), np.float64(0.13333), np.float64(0.11503)]",0.2901597023010254,192
