search_type,oof_log_rmse,weights
random_dirichlet,0.12800711045071203,0.27308 | 0.26661 | 0.21842 | 0.04170 | 0.05437 | 0.14582
random_dirichlet,0.12800719340461258,0.27454 | 0.18320 | 0.33355 | 0.07597 | 0.04582 | 0.08693
random_dirichlet,0.12800722303032863,0.18944 | 0.15200 | 0.13463 | 0.28131 | 0.18290 | 0.05973
random_dirichlet,0.12800731523457057,0.22817 | 0.11839 | 0.21303 | 0.30996 | 0.10999 | 0.02046
random_dirichlet,0.12800744168988698,0.26488 | 0.35977 | 0.11677 | 0.05381 | 0.06484 | 0.13994
random_dirichlet,0.12800745769680452,0.22143 | 0.10738 | 0.17912 | 0.22435 | 0.13636 | 0.13136
random_dirichlet,0.12800748920589194,0.18900 | 0.14989 | 0.26761 | 0.02694 | 0.19570 | 0.17086
random_dirichlet,0.12800749671526562,0.15201 | 0.15746 | 0.14525 | 0.02604 | 0.47836 | 0.04089
random_dirichlet,0.12800750565429456,0.26872 | 0.30639 | 0.00604 | 0.22407 | 0.06448 | 0.13030
random_dirichlet,0.12800763919888514,0.31824 | 0.10386 | 0.30521 | 0.14226 | 0.00370 | 0.12671
random_dirichlet,0.12800767735188223,0.15701 | 0.00521 | 0.08234 | 0.00471 | 0.46337 | 0.28735
random_dirichlet,0.12800772067177035,0.13332 | 0.13827 | 0.11676 | 0.15154 | 0.40387 | 0.05623
random_dirichlet,0.1280077967612236,0.28745 | 0.06432 | 0.08884 | 0.02490 | 0.09355 | 0.44093
random_dirichlet,0.12800783228111046,0.23432 | 0.16005 | 0.09874 | 0.23882 | 0.11878 | 0.14929
random_dirichlet,0.1280078544073385,0.29301 | 0.37676 | 0.09704 | 0.16995 | 0.01833 | 0.04492
random_dirichlet,0.1280080948120107,0.25400 | 0.02037 | 0.01177 | 0.57783 | 0.09373 | 0.04230
random_dirichlet,0.12800822415736005,0.24734 | 0.23373 | 0.23295 | 0.11042 | 0.08325 | 0.09230
random_dirichlet,0.12800825007892272,0.17779 | 0.19929 | 0.03524 | 0.34851 | 0.20669 | 0.03248
random_dirichlet,0.12800830968471769,0.15635 | 0.07337 | 0.13821 | 0.10022 | 0.30420 | 0.22765
random_dirichlet,0.12800831154487086,0.27550 | 0.03893 | 0.02999 | 0.39136 | 0.07768 | 0.18654
random_dirichlet,0.12800841731354054,0.15108 | 0.40147 | 0.03485 | 0.01880 | 0.30877 | 0.08503
random_dirichlet,0.12800846160309817,0.28531 | 0.21335 | 0.11851 | 0.07479 | 0.05725 | 0.25080
random_dirichlet,0.12800859588946142,0.15552 | 0.29445 | 0.19214 | 0.02939 | 0.26141 | 0.06710
random_dirichlet,0.12800867830737278,0.15930 | 0.30022 | 0.19382 | 0.03263 | 0.24904 | 0.06500
random_dirichlet,0.12800879971193638,0.32427 | 0.00539 | 0.28295 | 0.10461 | 0.02052 | 0.26226
random_dirichlet,0.12800912967243752,0.25344 | 0.16488 | 0.00565 | 0.05255 | 0.13020 | 0.39328
random_dirichlet,0.1280091620333454,0.14793 | 0.02975 | 0.27573 | 0.03847 | 0.49401 | 0.01411
random_dirichlet,0.12800919055925922,0.14363 | 0.03870 | 0.09449 | 0.10221 | 0.39460 | 0.22637
random_dirichlet,0.12800925085718498,0.14358 | 0.09717 | 0.09494 | 0.20383 | 0.32859 | 0.13190
random_dirichlet,0.12800950805271002,0.13850 | 0.20125 | 0.12738 | 0.06133 | 0.43020 | 0.04135
random_dirichlet,0.128009605133134,0.17430 | 0.12190 | 0.03704 | 0.16309 | 0.25685 | 0.24682
random_dirichlet,0.128009606065409,0.32675 | 0.08990 | 0.06217 | 0.05817 | 0.04083 | 0.42219
random_dirichlet,0.12800963822000794,0.23577 | 0.06832 | 0.07460 | 0.00577 | 0.17154 | 0.44400
random_dirichlet,0.12800967157689605,0.19846 | 0.22022 | 0.10501 | 0.17972 | 0.17228 | 0.12432
random_dirichlet,0.1280097061777484,0.18289 | 0.29676 | 0.23649 | 0.05886 | 0.18389 | 0.04111
random_dirichlet,0.12800977211780595,0.16486 | 0.18504 | 0.16167 | 0.09469 | 0.24951 | 0.14423
random_dirichlet,0.12801063576341973,0.19234 | 0.02929 | 0.23777 | 0.00085 | 0.22398 | 0.31577
random_dirichlet,0.1280106426535417,0.15414 | 0.11499 | 0.01132 | 0.01281 | 0.44429 | 0.26246
random_dirichlet,0.12801088512507672,0.16064 | 0.13939 | 0.06023 | 0.04015 | 0.49292 | 0.10667
random_dirichlet,0.12801095888433503,0.13456 | 0.03576 | 0.01145 | 0.33003 | 0.39802 | 0.09018
random_dirichlet,0.12801119412355472,0.35283 | 0.05493 | 0.00235 | 0.03943 | 0.03121 | 0.51925
random_dirichlet,0.128011239703856,0.12782 | 0.02125 | 0.15960 | 0.25024 | 0.41187 | 0.02921
random_dirichlet,0.1280112600894282,0.20926 | 0.08788 | 0.16390 | 0.03240 | 0.18860 | 0.31796
random_dirichlet,0.1280112633084596,0.16737 | 0.02717 | 0.16016 | 0.38348 | 0.23065 | 0.03118
random_dirichlet,0.1280112985635176,0.15668 | 0.40593 | 0.15979 | 0.00438 | 0.25483 | 0.01840
random_dirichlet,0.12801146636269933,0.18449 | 0.11918 | 0.44604 | 0.03855 | 0.17723 | 0.03450
random_dirichlet,0.12801146876522715,0.26890 | 0.04224 | 0.21024 | 0.37380 | 0.06030 | 0.04451
random_dirichlet,0.12801153793110445,0.19331 | 0.10516 | 0.00756 | 0.12997 | 0.23151 | 0.33249
random_dirichlet,0.12801169440996138,0.30715 | 0.01114 | 0.57598 | 0.05236 | 0.00649 | 0.04687
random_dirichlet,0.12801181713119525,0.20266 | 0.52660 | 0.11060 | 0.00463 | 0.14784 | 0.00767
random_dirichlet,0.12801211071692176,0.20908 | 0.17948 | 0.21004 | 0.17810 | 0.14307 | 0.08024
random_dirichlet,0.12801211503050755,0.27370 | 0.18456 | 0.09520 | 0.29015 | 0.05535 | 0.10104
random_dirichlet,0.12801211726074666,0.29879 | 0.52934 | 0.08856 | 0.05513 | 0.00641 | 0.02178
random_dirichlet,0.1280122167728431,0.22358 | 0.15966 | 0.13238 | 0.29462 | 0.12225 | 0.06752
random_dirichlet,0.12801228196116013,0.15638 | 0.12271 | 0.42104 | 0.04472 | 0.23767 | 0.01749
random_dirichlet,0.12801257783076328,0.27651 | 0.09015 | 0.28891 | 0.05524 | 0.06535 | 0.22385
random_dirichlet,0.1280126458586078,0.27279 | 0.40452 | 0.16792 | 0.03082 | 0.04342 | 0.08053
random_dirichlet,0.12801267779318307,0.13193 | 0.13834 | 0.09367 | 0.25796 | 0.35418 | 0.02392
random_dirichlet,0.12801271460472424,0.31726 | 0.26602 | 0.02240 | 0.04378 | 0.02796 | 0.32259
random_dirichlet,0.12801294852569703,0.24957 | 0.06167 | 0.06565 | 0.17273 | 0.12746 | 0.32293
random_dirichlet,0.12801309372818623,0.16387 | 0.44361 | 0.01915 | 0.04285 | 0.25299 | 0.07753
random_dirichlet,0.1280132517596975,0.22049 | 0.09667 | 0.25416 | 0.28841 | 0.11958 | 0.02069
random_dirichlet,0.12801328544559903,0.31491 | 0.05358 | 0.38248 | 0.13953 | 0.00478 | 0.10472
random_dirichlet,0.12801335426413712,0.27758 | 0.02943 | 0.37092 | 0.07418 | 0.06075 | 0.18714
random_dirichlet,0.12801337687218103,0.15400 | 0.25833 | 0.03392 | 0.03628 | 0.31183 | 0.20564
random_dirichlet,0.12801341983846198,0.20032 | 0.09951 | 0.15139 | 0.21575 | 0.17625 | 0.15680
random_dirichlet,0.12801352802540045,0.18573 | 0.04386 | 0.07082 | 0.02595 | 0.26822 | 0.40542
random_dirichlet,0.12801391532243708,0.15623 | 0.04818 | 0.42748 | 0.06633 | 0.24670 | 0.05509
random_dirichlet,0.1280141395271498,0.29408 | 0.44274 | 0.17788 | 0.04391 | 0.01034 | 0.03104
random_dirichlet,0.12801415079628323,0.14462 | 0.01406 | 0.22174 | 0.02904 | 0.35581 | 0.23471
random_dirichlet,0.12801415389275406,0.15345 | 0.40919 | 0.00781 | 0.00563 | 0.30479 | 0.11912
random_dirichlet,0.1280142136456664,0.29475 | 0.05473 | 0.03779 | 0.37627 | 0.05010 | 0.18636
random_dirichlet,0.12801426990317097,0.22958 | 0.00226 | 0.24124 | 0.03322 | 0.15802 | 0.33569
random_dirichlet,0.12801442649797481,0.14207 | 0.09342 | 0.01000 | 0.19810 | 0.37158 | 0.18483
random_dirichlet,0.12801449447782878,0.16420 | 0.22436 | 0.06020 | 0.10497 | 0.26283 | 0.18344
random_dirichlet,0.12801450886915627,0.15304 | 0.27758 | 0.05016 | 0.02418 | 0.30830 | 0.18674
random_dirichlet,0.12801470960713904,0.29521 | 0.25049 | 0.03512 | 0.16290 | 0.04010 | 0.21617
random_dirichlet,0.12801480284681244,0.14636 | 0.02836 | 0.24631 | 0.01678 | 0.33680 | 0.22538
random_dirichlet,0.12801480401032964,0.22798 | 0.02322 | 0.10686 | 0.39949 | 0.13126 | 0.11119
random_dirichlet,0.1280149267213568,0.13861 | 0.33145 | 0.10933 | 0.06517 | 0.33229 | 0.02316
random_dirichlet,0.1280149328954617,0.17734 | 0.03158 | 0.16305 | 0.25071 | 0.22554 | 0.15178
random_dirichlet,0.12801521508127858,0.32076 | 0.05781 | 0.16057 | 0.17400 | 0.02311 | 0.26375
random_dirichlet,0.12801539390626404,0.31330 | 0.20293 | 0.26422 | 0.11363 | 0.00059 | 0.10532
random_dirichlet,0.1280154720231109,0.29027 | 0.32510 | 0.10049 | 0.04188 | 0.03897 | 0.20329
random_dirichlet,0.1280155037822865,0.14463 | 0.03686 | 0.00322 | 0.38443 | 0.32399 | 0.10687
random_dirichlet,0.12801553992998208,0.18870 | 0.15382 | 0.01568 | 0.08524 | 0.23458 | 0.32198
random_dirichlet,0.12801561753879456,0.14656 | 0.13000 | 0.03460 | 0.05918 | 0.44421 | 0.18546
random_dirichlet,0.1280158185236037,0.28924 | 0.17377 | 0.48117 | 0.04148 | 0.01363 | 0.00071
random_dirichlet,0.12801581916967616,0.13859 | 0.04233 | 0.02522 | 0.21340 | 0.43196 | 0.14849
random_dirichlet,0.12801583108757672,0.14366 | 0.15126 | 0.02400 | 0.30184 | 0.30914 | 0.07009
random_dirichlet,0.12801586471291185,0.17076 | 0.09252 | 0.17482 | 0.15757 | 0.23827 | 0.16606
random_dirichlet,0.12801602693505998,0.19322 | 0.16917 | 0.10731 | 0.08620 | 0.20196 | 0.24215
random_dirichlet,0.12801622057095174,0.31840 | 0.03755 | 0.04214 | 0.08177 | 0.05947 | 0.46068
random_dirichlet,0.12801683133173064,0.30079 | 0.01360 | 0.61591 | 0.00890 | 0.01203 | 0.04878
random_dirichlet,0.128016950293952,0.30774 | 0.06229 | 0.00716 | 0.00893 | 0.08338 | 0.53051
random_dirichlet,0.1280169580356994,0.20469 | 0.00121 | 0.20497 | 0.00139 | 0.56673 | 0.02102
random_dirichlet,0.1280171742086334,0.16016 | 0.16305 | 0.01412 | 0.04384 | 0.48870 | 0.13014
random_dirichlet,0.1280171984027591,0.20793 | 0.33717 | 0.16081 | 0.09289 | 0.13822 | 0.06298
random_dirichlet,0.12801726178706405,0.27764 | 0.11288 | 0.15021 | 0.27967 | 0.05386 | 0.12574
random_dirichlet,0.12801728008302185,0.21258 | 0.22322 | 0.05270 | 0.29651 | 0.14015 | 0.07484
random_dirichlet,0.12801757727836513,0.23491 | 0.04561 | 0.09526 | 0.04300 | 0.16529 | 0.41593
random_dirichlet,0.1280175835672477,0.21886 | 0.01441 | 0.25274 | 0.18773 | 0.14743 | 0.17883
random_dirichlet,0.12801760089756148,0.19279 | 0.30575 | 0.02741 | 0.00201 | 0.20716 | 0.26488
random_dirichlet,0.1280176049204547,0.24841 | 0.00362 | 0.42369 | 0.18302 | 0.08251 | 0.05875
random_dirichlet,0.12801772797783018,0.15655 | 0.33020 | 0.19871 | 0.03372 | 0.24627 | 0.03456
random_dirichlet,0.12801774028663013,0.29884 | 0.02513 | 0.42201 | 0.12919 | 0.02257 | 0.10227
random_dirichlet,0.12801779581995312,0.26049 | 0.23775 | 0.26065 | 0.03585 | 0.06699 | 0.13826
random_dirichlet,0.12801779974373406,0.20564 | 0.13901 | 0.37757 | 0.02856 | 0.14665 | 0.10257
random_dirichlet,0.12801787241785179,0.23442 | 0.31728 | 0.09898 | 0.08830 | 0.10898 | 0.15203
random_dirichlet,0.12801791720880704,0.18645 | 0.09025 | 0.14866 | 0.07851 | 0.22388 | 0.27225
random_dirichlet,0.12801802112692795,0.25165 | 0.51657 | 0.11679 | 0.01408 | 0.06683 | 0.03406
random_dirichlet,0.12801803526930833,0.23176 | 0.10667 | 0.25390 | 0.04576 | 0.12845 | 0.23345
random_dirichlet,0.12801806643225272,0.30278 | 0.20033 | 0.25755 | 0.22157 | 0.00280 | 0.01498
random_dirichlet,0.1280183813840392,0.28905 | 0.01489 | 0.14476 | 0.07665 | 0.08229 | 0.39236
random_dirichlet,0.12801841227897984,0.13136 | 0.04123 | 0.02368 | 0.32311 | 0.40887 | 0.07174
random_dirichlet,0.1280184826522553,0.16612 | 0.00593 | 0.26882 | 0.14381 | 0.24940 | 0.16592
random_dirichlet,0.12801890652139766,0.22543 | 0.12591 | 0.01140 | 0.02395 | 0.56666 | 0.04666
random_dirichlet,0.12801899292769195,0.21423 | 0.00233 | 0.19490 | 0.05105 | 0.18748 | 0.35002
random_dirichlet,0.12801910134467254,0.15271 | 0.05064 | 0.01600 | 0.04308 | 0.39946 | 0.33812
random_dirichlet,0.12801922609375543,0.26428 | 0.04371 | 0.57849 | 0.03651 | 0.05140 | 0.02560
random_dirichlet,0.12801922641445976,0.14781 | 0.03181 | 0.20651 | 0.06211 | 0.49596 | 0.05581
random_dirichlet,0.1280192542856684,0.27159 | 0.07495 | 0.10552 | 0.33215 | 0.06837 | 0.14743
random_dirichlet,0.12801940302757933,0.23637 | 0.42577 | 0.02623 | 0.05554 | 0.10630 | 0.14979
random_dirichlet,0.12801968157475843,0.14999 | 0.13259 | 0.02378 | 0.05672 | 0.35845 | 0.27847
random_dirichlet,0.12801983415091658,0.18080 | 0.09660 | 0.16798 | 0.17361 | 0.21367 | 0.16734
random_dirichlet,0.1280202228029265,0.12902 | 0.08960 | 0.03762 | 0.30215 | 0.41958 | 0.02203
random_dirichlet,0.12802029773537454,0.13285 | 0.13489 | 0.24291 | 0.04221 | 0.44601 | 0.00113
random_dirichlet,0.128020460635064,0.14106 | 0.14403 | 0.06221 | 0.13907 | 0.46258 | 0.05106
random_dirichlet,0.12802049580530778,0.24693 | 0.05355 | 0.10225 | 0.23644 | 0.11621 | 0.24462
random_dirichlet,0.12802068289254234,0.15137 | 0.07716 | 0.18043 | 0.24821 | 0.26933 | 0.07350
random_dirichlet,0.1280206997078191,0.18312 | 0.02906 | 0.16405 | 0.05684 | 0.54903 | 0.01790
random_dirichlet,0.12802115733905595,0.28162 | 0.23446 | 0.08900 | 0.27680 | 0.03821 | 0.07990
random_dirichlet,0.12802116544950493,0.16886 | 0.13819 | 0.06541 | 0.10904 | 0.26417 | 0.25433
random_dirichlet,0.1280212604146611,0.29126 | 0.15757 | 0.01504 | 0.30332 | 0.04605 | 0.18677
random_dirichlet,0.12802126259332233,0.19314 | 0.38402 | 0.17093 | 0.02354 | 0.16409 | 0.06428
random_dirichlet,0.12802141624956404,0.15328 | 0.20168 | 0.14271 | 0.03904 | 0.28713 | 0.17617
random_dirichlet,0.12802177040770593,0.14192 | 0.03505 | 0.07807 | 0.19642 | 0.35359 | 0.19496
random_dirichlet,0.12802177611005117,0.22996 | 0.11533 | 0.18523 | 0.01991 | 0.14365 | 0.30591
random_dirichlet,0.12802182083360417,0.23668 | 0.02275 | 0.03386 | 0.23818 | 0.14894 | 0.31960
random_dirichlet,0.12802184584631668,0.25444 | 0.51818 | 0.00459 | 0.08110 | 0.06964 | 0.07205
random_dirichlet,0.12802186815862812,0.22488 | 0.02696 | 0.11942 | 0.19481 | 0.15637 | 0.27756
random_dirichlet,0.12802187179356456,0.13325 | 0.08993 | 0.23574 | 0.22841 | 0.31111 | 0.00155
random_dirichlet,0.12802198177594815,0.13317 | 0.15415 | 0.11389 | 0.25173 | 0.32773 | 0.01933
random_dirichlet,0.1280221539054265,0.12748 | 0.17582 | 0.24600 | 0.04051 | 0.39251 | 0.01768
random_dirichlet,0.12802220793728888,0.29111 | 0.09414 | 0.06324 | 0.09547 | 0.07411 | 0.38193
random_dirichlet,0.12802240666603293,0.19718 | 0.05498 | 0.17234 | 0.34426 | 0.16760 | 0.06363
random_dirichlet,0.1280224778048127,0.12960 | 0.12277 | 0.26309 | 0.01097 | 0.39397 | 0.07961
random_dirichlet,0.12802286725765422,0.21977 | 0.20125 | 0.38432 | 0.03674 | 0.11137 | 0.04654
random_dirichlet,0.12802292679193983,0.14778 | 0.15089 | 0.19085 | 0.01570 | 0.48371 | 0.01108
random_dirichlet,0.12802300875142247,0.20651 | 0.03292 | 0.56735 | 0.00837 | 0.13757 | 0.04729
random_dirichlet,0.12802310741899028,0.17828 | 0.25753 | 0.10087 | 0.09772 | 0.21237 | 0.15323
random_dirichlet,0.12802317348604464,0.17445 | 0.26784 | 0.16443 | 0.06676 | 0.21131 | 0.11522
random_dirichlet,0.12802331043577395,0.17857 | 0.00978 | 0.22204 | 0.02766 | 0.25079 | 0.31116
random_dirichlet,0.12802345681896607,0.25155 | 0.00851 | 0.36717 | 0.26542 | 0.07502 | 0.03233
random_dirichlet,0.12802346900596615,0.22078 | 0.13454 | 0.04685 | 0.00309 | 0.56397 | 0.03078
random_dirichlet,0.12802360321169917,0.15917 | 0.04099 | 0.24929 | 0.26336 | 0.24009 | 0.04710
random_dirichlet,0.12802384160411437,0.22094 | 0.10862 | 0.06360 | 0.26394 | 0.14649 | 0.19642
random_dirichlet,0.12802386994265566,0.26359 | 0.23685 | 0.09777 | 0.14873 | 0.07191 | 0.18115
random_dirichlet,0.12802396190570753,0.29535 | 0.10311 | 0.50245 | 0.04047 | 0.01243 | 0.04618
random_dirichlet,0.12802409308674279,0.18833 | 0.20729 | 0.01704 | 0.12649 | 0.21312 | 0.24773
random_dirichlet,0.12802411256955085,0.14006 | 0.09819 | 0.11576 | 0.02304 | 0.41919 | 0.20376
random_dirichlet,0.12802439272093483,0.13052 | 0.25237 | 0.04560 | 0.19318 | 0.37267 | 0.00566
random_dirichlet,0.12802458451352858,0.17693 | 0.08284 | 0.21953 | 0.29134 | 0.19664 | 0.03272
random_dirichlet,0.12802466161363976,0.14802 | 0.11154 | 0.25771 | 0.07132 | 0.28408 | 0.12733
random_dirichlet,0.12802483217866406,0.32806 | 0.00014 | 0.37768 | 0.04622 | 0.00766 | 0.24025
random_dirichlet,0.12802487761741124,0.25199 | 0.26972 | 0.07752 | 0.29946 | 0.06970 | 0.03160
random_dirichlet,0.12802488837810627,0.22601 | 0.00647 | 0.18843 | 0.13419 | 0.15415 | 0.29076
random_dirichlet,0.12802496805465882,0.13325 | 0.07866 | 0.00818 | 0.25535 | 0.42165 | 0.10292
random_dirichlet,0.1280249919174799,0.13801 | 0.06282 | 0.03903 | 0.34571 | 0.33099 | 0.08344
random_dirichlet,0.1280250344220259,0.13198 | 0.03995 | 0.33998 | 0.01229 | 0.46187 | 0.01393
random_dirichlet,0.12802507249195835,0.23533 | 0.31519 | 0.02143 | 0.26687 | 0.09787 | 0.06331
random_dirichlet,0.12802536832375477,0.13405 | 0.05583 | 0.19982 | 0.24217 | 0.32083 | 0.04730
random_dirichlet,0.12802546278545032,0.24328 | 0.07705 | 0.41122 | 0.01855 | 0.09512 | 0.15478
random_dirichlet,0.12802552619796423,0.31462 | 0.00451 | 0.40421 | 0.03510 | 0.01911 | 0.22246
random_dirichlet,0.12802596746202366,0.30766 | 0.00811 | 0.27606 | 0.13356 | 0.03247 | 0.24213
random_dirichlet,0.12802599528005498,0.27502 | 0.23196 | 0.05730 | 0.06651 | 0.07326 | 0.29597
random_dirichlet,0.12802600007172862,0.14177 | 0.19094 | 0.09804 | 0.02482 | 0.35169 | 0.19274
random_dirichlet,0.12802602898569712,0.23860 | 0.02067 | 0.42721 | 0.17749 | 0.09085 | 0.04517
random_dirichlet,0.12802624743869734,0.28403 | 0.57414 | 0.02231 | 0.01847 | 0.02830 | 0.07275
random_dirichlet,0.12802635148543942,0.15719 | 0.01616 | 0.00375 | 0.05665 | 0.47962 | 0.28662
random_dirichlet,0.12802657533288966,0.13710 | 0.16039 | 0.05437 | 0.08737 | 0.40260 | 0.15817
random_dirichlet,0.12802662076548538,0.13902 | 0.18660 | 0.05325 | 0.27466 | 0.30739 | 0.03908
random_dirichlet,0.1280266621416276,0.14673 | 0.13538 | 0.00265 | 0.07931 | 0.36887 | 0.26706
random_dirichlet,0.12802675220454177,0.21546 | 0.17898 | 0.10154 | 0.18671 | 0.14480 | 0.17252
random_dirichlet,0.12802685224776109,0.25482 | 0.12541 | 0.12672 | 0.06431 | 0.10791 | 0.32083
random_dirichlet,0.1280269651273414,0.27671 | 0.65389 | 0.00773 | 0.01491 | 0.03349 | 0.01327
random_dirichlet,0.12802706372110406,0.23049 | 0.02813 | 0.15954 | 0.41160 | 0.11395 | 0.05630
random_dirichlet,0.12802711085841392,0.21594 | 0.27239 | 0.11367 | 0.02930 | 0.14699 | 0.22171
random_dirichlet,0.12802718826606344,0.13767 | 0.12554 | 0.01243 | 0.21894 | 0.46161 | 0.04380
random_dirichlet,0.12802729802699545,0.13705 | 0.09628 | 0.05605 | 0.20701 | 0.46814 | 0.03546
random_dirichlet,0.1280273257996756,0.33005 | 0.07770 | 0.13273 | 0.03866 | 0.02686 | 0.39400
random_dirichlet,0.12802738772587752,0.13279 | 0.09708 | 0.12604 | 0.17613 | 0.35787 | 0.11009
random_dirichlet,0.12802745983131203,0.14307 | 0.03396 | 0.08766 | 0.33445 | 0.30695 | 0.09392
random_dirichlet,0.12802749893299395,0.16412 | 0.04475 | 0.02488 | 0.05487 | 0.32633 | 0.38505
random_dirichlet,0.1280278771571161,0.16197 | 0.43728 | 0.05845 | 0.01880 | 0.24566 | 0.07784
random_dirichlet,0.12802796258669702,0.32044 | 0.23944 | 0.08915 | 0.03590 | 0.01617 | 0.29890
random_dirichlet,0.12802821296294106,0.26170 | 0.16821 | 0.12960 | 0.08470 | 0.08731 | 0.26848
random_dirichlet,0.12802833124137178,0.23879 | 0.29347 | 0.06819 | 0.16917 | 0.09839 | 0.13199
random_dirichlet,0.12802839952342143,0.12554 | 0.01851 | 0.30324 | 0.18368 | 0.34689 | 0.02214
random_dirichlet,0.12802851979221327,0.26654 | 0.16923 | 0.14647 | 0.23073 | 0.06162 | 0.12541
random_dirichlet,0.1280285418298321,0.13105 | 0.07850 | 0.07485 | 0.20025 | 0.43231 | 0.08305
random_dirichlet,0.12802854921687837,0.17358 | 0.01906 | 0.12947 | 0.12248 | 0.54565 | 0.00976
random_dirichlet,0.1280286650989056,0.23674 | 0.08315 | 0.27498 | 0.06345 | 0.11689 | 0.22479
random_dirichlet,0.12802870754389872,0.27665 | 0.49006 | 0.01478 | 0.13549 | 0.03449 | 0.04853
random_dirichlet,0.12802881214431208,0.25419 | 0.19820 | 0.16814 | 0.25184 | 0.06807 | 0.05956
random_dirichlet,0.12802890533614616,0.21185 | 0.34951 | 0.23157 | 0.02980 | 0.12364 | 0.05362
random_dirichlet,0.1280289920068724,0.20072 | 0.00149 | 0.08443 | 0.22600 | 0.20236 | 0.28500
random_dirichlet,0.12802899721304978,0.13486 | 0.05313 | 0.30951 | 0.12459 | 0.31215 | 0.06577
random_dirichlet,0.12802911110822293,0.12865 | 0.20947 | 0.03133 | 0.23186 | 0.38223 | 0.01646
random_dirichlet,0.1280292233862688,0.16648 | 0.25339 | 0.03093 | 0.04924 | 0.26192 | 0.23803
random_dirichlet,0.12802925073344415,0.13829 | 0.30465 | 0.02957 | 0.07857 | 0.35072 | 0.09821
random_dirichlet,0.1280293104391778,0.21768 | 0.06274 | 0.25251 | 0.27928 | 0.12618 | 0.06160
random_dirichlet,0.12802946816132868,0.24002 | 0.02752 | 0.32501 | 0.06139 | 0.11499 | 0.23107
random_dirichlet,0.1280298896779842,0.17941 | 0.10471 | 0.13699 | 0.30670 | 0.19847 | 0.07373
random_dirichlet,0.1280300476795493,0.13203 | 0.20888 | 0.16366 | 0.01229 | 0.39094 | 0.09222
random_dirichlet,0.12803070412519624,0.17362 | 0.11773 | 0.04019 | 0.09816 | 0.26168 | 0.30862
random_dirichlet,0.12803101937586814,0.12319 | 0.13430 | 0.27195 | 0.10405 | 0.36436 | 0.00215
random_dirichlet,0.12803115602529072,0.13371 | 0.21413 | 0.04991 | 0.14637 | 0.43648 | 0.01940
random_dirichlet,0.1280313335384177,0.15829 | 0.02233 | 0.31721 | 0.16269 | 0.24486 | 0.09463
random_dirichlet,0.12803163455545127,0.15282 | 0.03682 | 0.05340 | 0.44911 | 0.26635 | 0.04150
random_dirichlet,0.12803173767921738,0.13129 | 0.27802 | 0.11508 | 0.05212 | 0.38901 | 0.03447
random_dirichlet,0.12803184151511124,0.28316 | 0.06203 | 0.01760 | 0.01476 | 0.10805 | 0.51440
random_dirichlet,0.1280318787279379,0.20393 | 0.22986 | 0.10750 | 0.25362 | 0.14481 | 0.06027
random_dirichlet,0.1280319839853535,0.16699 | 0.13204 | 0.16973 | 0.25926 | 0.21776 | 0.05422
random_dirichlet,0.12803207158279487,0.29815 | 0.17702 | 0.44385 | 0.07561 | 0.00017 | 0.00519
random_dirichlet,0.12803224903750368,0.17435 | 0.02629 | 0.07770 | 0.45783 | 0.21478 | 0.04904
random_dirichlet,0.1280325042846686,0.12936 | 0.00331 | 0.23501 | 0.09724 | 0.39355 | 0.14153
random_dirichlet,0.12803264222193778,0.30957 | 0.42980 | 0.03521 | 0.08118 | 0.00343 | 0.14081
random_dirichlet,0.1280326579512541,0.19457 | 0.20417 | 0.09105 | 0.06112 | 0.19381 | 0.25529
random_dirichlet,0.1280328456907574,0.23754 | 0.21770 | 0.01748 | 0.03441 | 0.13729 | 0.35559
random_dirichlet,0.12803286334828745,0.13532 | 0.16133 | 0.02987 | 0.12703 | 0.39186 | 0.15459
random_dirichlet,0.12803291918588308,0.12557 | 0.06363 | 0.16577 | 0.16725 | 0.41539 | 0.06239
random_dirichlet,0.12803293768755966,0.24368 | 0.09863 | 0.06771 | 0.37479 | 0.09911 | 0.11609
random_dirichlet,0.12803294365544413,0.13249 | 0.08848 | 0.26667 | 0.04275 | 0.34530 | 0.12432
random_dirichlet,0.12803298444254532,0.14653 | 0.14843 | 0.18507 | 0.09088 | 0.28939 | 0.13970
random_dirichlet,0.128033001914054,0.25862 | 0.38982 | 0.09453 | 0.07845 | 0.06301 | 0.11558
random_dirichlet,0.12803301668340517,0.14892 | 0.02380 | 0.08284 | 0.05834 | 0.48368 | 0.20243
random_dirichlet,0.12803307233899397,0.13209 | 0.17795 | 0.12942 | 0.09214 | 0.36118 | 0.10722
random_dirichlet,0.12803316390910865,0.21621 | 0.23991 | 0.05654 | 0.27839 | 0.12845 | 0.08050
random_dirichlet,0.12803318215750972,0.15410 | 0.21719 | 0.12470 | 0.13336 | 0.26033 | 0.11032
random_dirichlet,0.1280332426200868,0.13227 | 0.16723 | 0.01905 | 0.25994 | 0.35159 | 0.06991
random_dirichlet,0.1280332440163348,0.20546 | 0.12728 | 0.11870 | 0.28209 | 0.15351 | 0.11296
random_dirichlet,0.128033302554119,0.23845 | 0.44273 | 0.05702 | 0.15245 | 0.08228 | 0.02708
random_dirichlet,0.12803338576675322,0.21146 | 0.14190 | 0.24652 | 0.14030 | 0.13790 | 0.12192
random_dirichlet,0.12803339810007722,0.16963 | 0.07846 | 0.34744 | 0.20651 | 0.19788 | 0.00008
