model_name,dataset_type,fold,train_rows,valid_rows,train_log_rmse,valid_log_rmse,train_valid_gap,raw_mae,raw_rmse,raw_r2,fit_time_seconds
ExtraTrees_deep_055_seed42,tree,0,1166,292,1.664486148531883e-13,0.1357244511679407,0.13572445116777426,15208.535079165278,21338.102412900065,0.9175711281459226,3.9221644401550293
ExtraTrees_deep_055_seed42,tree,1,1166,292,1.6494428294186531e-13,0.12327964829578524,0.1232796482956203,15415.390371905889,24329.911883438515,0.9157064865820991,3.622035264968872
ExtraTrees_deep_055_seed42,tree,2,1166,292,1.666003192417479e-13,0.12790831619947177,0.12790831619930518,15292.14901277259,22106.000797536537,0.9083125361220595,4.062425851821899
ExtraTrees_deep_055_seed42,tree,3,1167,291,1.6604106561627265e-13,0.12814184350244606,0.12814184350228003,15761.422118286413,27088.769567767617,0.8986424493800832,4.516923189163208
ExtraTrees_deep_055_seed42,tree,4,1167,291,1.6725683558693781e-13,0.11683447339891552,0.11683447339874826,15738.492376103799,25419.510746316948,0.8997782103347257,4.58212947845459
