model_name,dataset_type,cv_mean_log_rmse,cv_std_log_rmse,oof_log_rmse,mean_train_log_rmse,mean_train_valid_gap,raw_mae_oof,raw_rmse_oof,raw_r2_oof,total_time_seconds,fold_count,rank,experiment_group
ElasticNet_robust_tuned,linear,0.10964336076655293,0.008662503843655382,0.10992093970505233,0.0955558586123986,0.014087502154154313,13528.812150029897,21296.38685126765,0.9281826137466128,0.7159907817840576,5,,tuned
ElasticNet_RobustScaler_baseline,linear,0.11074288351126252,0.009057239772414445,0.11104220131071016,0.09112342702854832,0.019619456482714202,13506.653701284873,21150.13109258039,0.9291656573576303,0.9650750160217285,5,1.0,baseline
Ridge_RobustScaler_baseline,linear,0.11196667455600458,0.009859920749248467,0.1123167851967404,0.0951632792633578,0.016803395292646767,13814.680696018411,21673.953107520654,0.925613521466524,0.2148151397705078,5,2.0,baseline
