model_name,cv_mean_log_rmse,oof_log_rmse,mean_train_log_rmse,mean_train_valid_gap,raw_r2_oof,total_time_seconds,overfit_risk
ExtraTrees_regularized_070_leaf2_seed2024,0.1261669351141945,0.12636183436408532,0.023108689607548263,0.10305824550664625,0.9097809241985945,14.74840784072876,very_high
ExtraTrees_deep_055_seed42,0.12637774651291184,0.12653604010691633,1.6625822364800242e-13,0.12637774651274564,0.907677111975229,21.568252325057983,very_high
ExtraTrees_regularized_085_leaf3_seed777,0.1274902578658242,0.1276842049371971,0.0400238935833392,0.08746636428248501,0.9056041090568508,13.943330764770508,high
RandomForest_deep_045_seed2024,0.12952588392827655,0.12982953539573885,0.048164390558982736,0.0813614933692938,0.9032294242908007,11.287375450134277,high
RandomForest_regularized_055_leaf2_seed777,0.12965111069671229,0.12995382578759562,0.05807711784753862,0.07157399284917366,0.9031423059215116,11.53065299987793,high
RandomForest_depth20_060_leaf2_seed123,0.1299285995805714,0.13026025379101935,0.05806518362111944,0.07186341595945198,0.9027195946396893,11.598443746566772,high
RandomForest_deep_sqrt_seed42,0.1303368486305066,0.13061332572807904,0.04844169916086682,0.0818951494696398,0.8901680671591616,8.580272674560547,high
RandomForest_regularized_070_leaf3_seed999,0.13057641820248386,0.1309304924503196,0.06785800702392283,0.06271841117856106,0.900575274461681,10.0089750289917,high
