model_name,dataset_type,cv_mean_log_rmse,cv_std_log_rmse,oof_log_rmse,mean_train_log_rmse,mean_train_valid_gap,raw_mae_oof,raw_rmse_oof,raw_r2_oof,total_time_seconds,fold_count,rank
CatBoost_research_v1,tree,0.11372766857755578,0.00827071528924926,0.11397151760938469,0.07517361882054359,0.038554049757012196,13951.120951895611,22206.43501507234,0.9219135953042448,8.732372999191284,5,1
GradientBoosting_research_v1,tree,0.11416144316978194,0.007744422223777605,0.11437435097101135,0.05515769851161989,0.059003744658162036,13952.795505488353,21622.533635761123,0.9259660530314506,38.69521903991699,5,2
XGBoost_GPU_research_v1,tree,0.11511320189186902,0.008551256878913489,0.1153710332737305,0.06130483503621444,0.053808366855654585,14194.917067194492,22477.963906203404,0.9199923195278151,11.883681058883667,5,3
LightGBM_research_v1,tree,0.11930762151222071,0.01099340809899681,0.11971964118067087,0.024094137266044136,0.0952134842461766,14472.64798487396,22507.494767342137,0.9197819581507279,3.8800415992736816,5,4
ExtraTrees_research_v1,tree,0.12646751248369975,0.006874608698398307,0.12662219782716067,1.383290055408286e-13,0.12646751248356142,15507.93690500841,24184.42990619252,0.9073832687072618,9.979127407073975,5,5
RandomForest_research_v1,tree,0.129307984447612,0.009478149776784593,0.12959332959611894,0.04796594463375052,0.08134203981386148,15910.276413448697,24670.756322763853,0.9036209440020173,7.5678551197052,5,6
