model_name,type,oof_log_rmse
Previous_Master_Weighted_Blend,previous_master,0.1071568016608053
Ridge_Forest_Blend,hybrid_blend,0.1108876938263649
Ridge_RobustScaler_baseline,single_public_best_anchor,0.1123167851967404
Forest_Only_Blend,forest_blend,0.12700504109444616
