feature,importance,fold,model_name
HasOpenPorch,0.0,2,CatBoost_research_v1
HasScreenPorch,0.017167439440481328,2,CatBoost_research_v1
Has3SsnPorch,0.0,2,CatBoost_research_v1
HasMiscFeature,0.0,2,CatBoost_research_v1
HasFence,0.02409187980334792,2,CatBoost_research_v1
HasAlley,0.003392234954706114,2,CatBoost_research_v1
ExteriorMatched,0.0,2,CatBoost_research_v1
ExterQual_Ord,0.2691921225659065,2,CatBoost_research_v1
ExterCond_Ord,0.042338836443407114,2,CatBoost_research_v1
BsmtQual_Ord,0.3945932940807,2,CatBoost_research_v1
BsmtCond_Ord,0.047637027074075945,2,CatBoost_research_v1
BsmtExposure_Ord,0.22300771583116924,2,CatBoost_research_v1
BsmtFinType1_Ord,0.4953836136901019,2,CatBoost_research_v1
BsmtFinType2_Ord,0.0048057358298524665,2,CatBoost_research_v1
HeatingQC_Ord,0.15366215516265536,2,CatBoost_research_v1
KitchenQual_Ord,1.0990565314501852,2,CatBoost_research_v1
Functional_Ord,0.31025941161164156,2,CatBoost_research_v1
FireplaceQu_Ord,1.2762428554814058,2,CatBoost_research_v1
GarageFinish_Ord,0.45473237866365024,2,CatBoost_research_v1
GarageQual_Ord,0.4667415699037876,2,CatBoost_research_v1
GarageCond_Ord,0.40243162983949204,2,CatBoost_research_v1
PavedDrive_Ord,0.07930850495595351,2,CatBoost_research_v1
PoolQC_Ord,0.0023267565585048736,2,CatBoost_research_v1
Fence_Ord,0.07510910329649485,2,CatBoost_research_v1
LotShape_Ord,0.050787656630953186,2,CatBoost_research_v1
LandSlope_Ord,0.015558456809488481,2,CatBoost_research_v1
ExteriorQualityScore,0.09295962355133754,2,CatBoost_research_v1
KitchenQualityScore,0.6259577611552127,2,CatBoost_research_v1
BasementQualityScore,0.5931262835402011,2,CatBoost_research_v1
BasementFinishScore,0.5147938760846557,2,CatBoost_research_v1
GarageQualityScore,0.13282377685994942,2,CatBoost_research_v1
LuxuryQualityScore,2.994597228150882,2,CatBoost_research_v1
OverallQual_x_TotalSF,23.18927603803702,2,CatBoost_research_v1
OverallQual_x_GrLivArea,6.088617744894179,2,CatBoost_research_v1
OverallQual_x_TotalBath,6.999237116772409,2,CatBoost_research_v1
KitchenQual_Ord_x_GrLivArea,3.4302408356715257,2,CatBoost_research_v1
ExterQual_Ord_x_GrLivArea,4.668684663636507,2,CatBoost_research_v1
BsmtQual_Ord_x_TotalBsmtSF,1.3937070059448866,2,CatBoost_research_v1
GarageFinish_Ord_x_GarageArea,1.3021648471195155,2,CatBoost_research_v1
GarageQual_Ord_x_GarageArea,0.9455478719612543,2,CatBoost_research_v1
MSSubClass__120,0.0,2,CatBoost_research_v1
MSSubClass__160,0.013844402656672512,2,CatBoost_research_v1
MSSubClass__180,1.5496128013790268e-05,2,CatBoost_research_v1
MSSubClass__190,0.0,2,CatBoost_research_v1
MSSubClass__20,0.0010326357530361745,2,CatBoost_research_v1
MSSubClass__30,0.160694991714418,2,CatBoost_research_v1
MSSubClass__45,0.0,2,CatBoost_research_v1
MSSubClass__50,0.017006601472384992,2,CatBoost_research_v1
MSSubClass__60,0.0,2,CatBoost_research_v1
MSSubClass__70,0.0,2,CatBoost_research_v1
MSSubClass__75,0.0,2,CatBoost_research_v1
MSSubClass__80,0.0003709214925634452,2,CatBoost_research_v1
MSSubClass__85,0.0,2,CatBoost_research_v1
MSSubClass__90,0.004155165817166041,2,CatBoost_research_v1
MSSubClass__Rare,0.0,2,CatBoost_research_v1
MSZoning__C (all),0.6543920434705206,2,CatBoost_research_v1
MSZoning__FV,0.08175479353198917,2,CatBoost_research_v1
MSZoning__RH,0.0,2,CatBoost_research_v1
MSZoning__RL,0.35008638837606326,2,CatBoost_research_v1
MSZoning__RM,0.425335169380717,2,CatBoost_research_v1
Street__Grvl,0.0,2,CatBoost_research_v1
Street__Pave,0.0,2,CatBoost_research_v1
Alley__Grvl,0.007661903714842485,2,CatBoost_research_v1
Alley__NoFeature,0.0012108093598990801,2,CatBoost_research_v1
Alley__Pave,0.07725894256434868,2,CatBoost_research_v1
LotShape__IR1,0.033766324268390775,2,CatBoost_research_v1
LotShape__IR2,0.0,2,CatBoost_research_v1
LotShape__IR3,0.0,2,CatBoost_research_v1
LotShape__Reg,0.006441371978107109,2,CatBoost_research_v1
LandContour__Bnk,0.00624637367671503,2,CatBoost_research_v1
LandContour__HLS,0.0,2,CatBoost_research_v1
LandContour__Low,0.0,2,CatBoost_research_v1
LandContour__Lvl,0.010723166137693725,2,CatBoost_research_v1
Utilities__AllPub,0.0,2,CatBoost_research_v1
Utilities__NoSeWa,0.0,2,CatBoost_research_v1
LotConfig__Corner,0.0,2,CatBoost_research_v1
LotConfig__CulDSac,0.05573273967230075,2,CatBoost_research_v1
LotConfig__FR2,0.005088203299853406,2,CatBoost_research_v1
LotConfig__FR3,0.0,2,CatBoost_research_v1
LotConfig__Inside,0.003025312832266346,2,CatBoost_research_v1
LandSlope__Gtl,0.004150395564380507,2,CatBoost_research_v1
LandSlope__Mod,0.0019663673312387045,2,CatBoost_research_v1
LandSlope__Sev,0.003702945992075144,2,CatBoost_research_v1
Neighborhood__Blmngtn,0.0,2,CatBoost_research_v1
Neighborhood__BrDale,0.0,2,CatBoost_research_v1
Neighborhood__BrkSide,0.10083355220605981,2,CatBoost_research_v1
Neighborhood__ClearCr,0.031228980273105805,2,CatBoost_research_v1
Neighborhood__CollgCr,0.0,2,CatBoost_research_v1
Neighborhood__Crawfor,0.4866351936812542,2,CatBoost_research_v1
Neighborhood__Edwards,0.07850391161276075,2,CatBoost_research_v1
Neighborhood__Gilbert,0.0,2,CatBoost_research_v1
Neighborhood__IDOTRR,0.02586455414915582,2,CatBoost_research_v1
Neighborhood__MeadowV,0.0009638113941246382,2,CatBoost_research_v1
Neighborhood__Mitchel,0.0,2,CatBoost_research_v1
Neighborhood__NAmes,0.0,2,CatBoost_research_v1
Neighborhood__NWAmes,0.0,2,CatBoost_research_v1
Neighborhood__NoRidge,0.0,2,CatBoost_research_v1
Neighborhood__NridgHt,0.0,2,CatBoost_research_v1
Neighborhood__OldTown,0.04481178036047167,2,CatBoost_research_v1
Neighborhood__Rare,0.0,2,CatBoost_research_v1
Neighborhood__SWISU,0.0,2,CatBoost_research_v1
Neighborhood__Sawyer,0.01638322576184818,2,CatBoost_research_v1
Neighborhood__SawyerW,0.0,2,CatBoost_research_v1
Neighborhood__Somerst,0.050787617680444645,2,CatBoost_research_v1
Neighborhood__StoneBr,0.017945693065518117,2,CatBoost_research_v1
Neighborhood__Timber,0.0,2,CatBoost_research_v1
Neighborhood__Veenker,0.00503134938382208,2,CatBoost_research_v1
Condition1__Artery,0.18735151437494246,2,CatBoost_research_v1
Condition1__Feedr,0.0,2,CatBoost_research_v1
Condition1__Norm,0.04488112134297263,2,CatBoost_research_v1
Condition1__PosN,0.0010698176404964532,2,CatBoost_research_v1
Condition1__RRAe,0.0,2,CatBoost_research_v1
Condition1__RRAn,0.0,2,CatBoost_research_v1
Condition1__Rare,1.1791502635248946e-07,2,CatBoost_research_v1
Condition2__Norm,0.0,2,CatBoost_research_v1
Condition2__Rare,0.004325716862941963,2,CatBoost_research_v1
BldgType__1Fam,0.09760440251182168,2,CatBoost_research_v1
BldgType__2fmCon,0.003368412807337501,2,CatBoost_research_v1
BldgType__Duplex,0.0,2,CatBoost_research_v1
BldgType__Twnhs,0.022566447968276827,2,CatBoost_research_v1
BldgType__TwnhsE,0.0,2,CatBoost_research_v1
HouseStyle__1.5Fin,0.038116225055014864,2,CatBoost_research_v1
HouseStyle__1.5Unf,0.0,2,CatBoost_research_v1
HouseStyle__1Story,0.003224429619732778,2,CatBoost_research_v1
HouseStyle__2.5Unf,0.0,2,CatBoost_research_v1
HouseStyle__2Story,0.01068645383608488,2,CatBoost_research_v1
HouseStyle__Rare,0.0,2,CatBoost_research_v1
HouseStyle__SFoyer,0.0,2,CatBoost_research_v1
HouseStyle__SLvl,0.0,2,CatBoost_research_v1
RoofStyle__Flat,0.006268667407172733,2,CatBoost_research_v1
RoofStyle__Gable,0.0053895786482439575,2,CatBoost_research_v1
RoofStyle__Gambrel,0.011068664242766394,2,CatBoost_research_v1
RoofStyle__Hip,0.0144774910710057,2,CatBoost_research_v1
RoofStyle__Rare,0.0,2,CatBoost_research_v1
RoofMatl__CompShg,0.0015200022083942427,2,CatBoost_research_v1
RoofMatl__Rare,0.0,2,CatBoost_research_v1
RoofMatl__Tar&Grv,0.011628480485388362,2,CatBoost_research_v1
Exterior1st__AsbShng,0.007358349415851265,2,CatBoost_research_v1
Exterior1st__BrkFace,0.159743214595163,2,CatBoost_research_v1
Exterior1st__CemntBd,0.0017360439728464066,2,CatBoost_research_v1
Exterior1st__HdBoard,0.0,2,CatBoost_research_v1
Exterior1st__MetalSd,0.00941010765074672,2,CatBoost_research_v1
Exterior1st__Plywood,0.0018067329477669178,2,CatBoost_research_v1
Exterior1st__Rare,0.016709634620409433,2,CatBoost_research_v1
Exterior1st__Stucco,0.0,2,CatBoost_research_v1
Exterior1st__VinylSd,0.0,2,CatBoost_research_v1
Exterior1st__Wd Sdng,0.0,2,CatBoost_research_v1
Exterior1st__WdShing,0.0,2,CatBoost_research_v1
Exterior2nd__AsbShng,0.004659819865264547,2,CatBoost_research_v1
Exterior2nd__BrkFace,0.0,2,CatBoost_research_v1
Exterior2nd__CmentBd,0.0,2,CatBoost_research_v1
Exterior2nd__HdBoard,0.0,2,CatBoost_research_v1
Exterior2nd__ImStucc,0.0,2,CatBoost_research_v1
Exterior2nd__MetalSd,0.04079502606568101,2,CatBoost_research_v1
Exterior2nd__Plywood,0.0010223142331440547,2,CatBoost_research_v1
Exterior2nd__Rare,0.008336922429907809,2,CatBoost_research_v1
Exterior2nd__Stucco,0.0,2,CatBoost_research_v1
Exterior2nd__VinylSd,0.036415514037913495,2,CatBoost_research_v1
Exterior2nd__Wd Sdng,0.0,2,CatBoost_research_v1
Exterior2nd__Wd Shng,0.0,2,CatBoost_research_v1
MasVnrType__BrkCmn,0.0028288378333262937,2,CatBoost_research_v1
MasVnrType__BrkFace,0.0073979184865758515,2,CatBoost_research_v1
MasVnrType__NoFeature,0.0031470728046872265,2,CatBoost_research_v1
MasVnrType__Stone,0.0,2,CatBoost_research_v1
ExterQual__Ex,0.00871721739041962,2,CatBoost_research_v1
ExterQual__Fa,0.0,2,CatBoost_research_v1
ExterQual__Gd,0.0,2,CatBoost_research_v1
ExterQual__TA,0.05058472007235342,2,CatBoost_research_v1
ExterCond__Ex,0.00011368818919459008,2,CatBoost_research_v1
ExterCond__Fa,0.012898421542084286,2,CatBoost_research_v1
ExterCond__Gd,0.011975313027734729,2,CatBoost_research_v1
ExterCond__Po,0.0,2,CatBoost_research_v1
ExterCond__TA,0.014164709955295682,2,CatBoost_research_v1
Foundation__BrkTil,0.09900566744160164,2,CatBoost_research_v1
Foundation__CBlock,0.05722738978492175,2,CatBoost_research_v1
Foundation__PConc,0.11953750891391125,2,CatBoost_research_v1
Foundation__Slab,0.0,2,CatBoost_research_v1
Foundation__Stone,0.0,2,CatBoost_research_v1
Foundation__Wood,0.0,2,CatBoost_research_v1
BsmtQual__Ex,0.47384020906219587,2,CatBoost_research_v1
BsmtQual__Fa,0.0,2,CatBoost_research_v1
BsmtQual__Gd,0.05584843888817384,2,CatBoost_research_v1
BsmtQual__NoFeature,0.0,2,CatBoost_research_v1
BsmtQual__TA,0.00017377156762261674,2,CatBoost_research_v1
BsmtCond__Fa,0.06567871344914226,2,CatBoost_research_v1
BsmtCond__Gd,0.0,2,CatBoost_research_v1
BsmtCond__NoFeature,0.0,2,CatBoost_research_v1
BsmtCond__Po,0.0,2,CatBoost_research_v1
BsmtCond__TA,0.04165889851949862,2,CatBoost_research_v1
BsmtExposure__Av,0.0,2,CatBoost_research_v1
BsmtExposure__Gd,0.07276203725258625,2,CatBoost_research_v1
BsmtExposure__Mn,0.0,2,CatBoost_research_v1
BsmtExposure__No,0.08912959571435951,2,CatBoost_research_v1
BsmtExposure__NoFeature,0.0,2,CatBoost_research_v1
BsmtFinType1__ALQ,0.0010858166464755876,2,CatBoost_research_v1
BsmtFinType1__BLQ,0.003292994298044753,2,CatBoost_research_v1
BsmtFinType1__GLQ,0.012645193589441137,2,CatBoost_research_v1
BsmtFinType1__LwQ,0.0,2,CatBoost_research_v1
BsmtFinType1__NoFeature,0.0,2,CatBoost_research_v1
BsmtFinType1__Rec,0.0,2,CatBoost_research_v1
BsmtFinType1__Unf,0.0,2,CatBoost_research_v1
BsmtFinType2__ALQ,0.0,2,CatBoost_research_v1
BsmtFinType2__BLQ,0.013794749463106484,2,CatBoost_research_v1
BsmtFinType2__GLQ,0.00021433030588730996,2,CatBoost_research_v1
BsmtFinType2__LwQ,0.0,2,CatBoost_research_v1
BsmtFinType2__NoFeature,0.0,2,CatBoost_research_v1
BsmtFinType2__Rec,0.0,2,CatBoost_research_v1
BsmtFinType2__Unf,0.000558740845643039,2,CatBoost_research_v1
Heating__Floor,0.0,2,CatBoost_research_v1
Heating__GasA,0.007715616991480392,2,CatBoost_research_v1
Heating__GasW,0.0,2,CatBoost_research_v1
Heating__Grav,0.004144834545356443,2,CatBoost_research_v1
Heating__OthW,0.0,2,CatBoost_research_v1
Heating__Wall,0.0,2,CatBoost_research_v1
HeatingQC__Ex,0.2636882564179211,2,CatBoost_research_v1
HeatingQC__Fa,0.0015779072088750181,2,CatBoost_research_v1
HeatingQC__Gd,0.005281117664955075,2,CatBoost_research_v1
HeatingQC__Po,0.0,2,CatBoost_research_v1
HeatingQC__TA,0.0035773300935920587,2,CatBoost_research_v1
CentralAir__N,0.540188518465135,2,CatBoost_research_v1
CentralAir__Y,0.7555318235952335,2,CatBoost_research_v1
Electrical__FuseA,0.0,2,CatBoost_research_v1
Electrical__FuseF,0.0003947548123965223,2,CatBoost_research_v1
Electrical__FuseP,0.0,2,CatBoost_research_v1
Electrical__Mix,0.0,2,CatBoost_research_v1
Electrical__SBrkr,0.0065028245346465995,2,CatBoost_research_v1
KitchenQual__Ex,0.16680192523529555,2,CatBoost_research_v1
KitchenQual__Fa,0.008878954675777158,2,CatBoost_research_v1
KitchenQual__Gd,0.042862150810199076,2,CatBoost_research_v1
KitchenQual__TA,0.021854747825053113,2,CatBoost_research_v1
Functional__Maj1,0.0,2,CatBoost_research_v1
Functional__Maj2,0.006219034081173314,2,CatBoost_research_v1
Functional__Min1,0.0021154572563984904,2,CatBoost_research_v1
Functional__Min2,0.0,2,CatBoost_research_v1
Functional__Mod,0.005136447666055761,2,CatBoost_research_v1
Functional__Sev,0.00012818613338546456,2,CatBoost_research_v1
Functional__Typ,0.12055573480736612,2,CatBoost_research_v1
FireplaceQu__Ex,0.0008811149499782489,2,CatBoost_research_v1
FireplaceQu__Fa,0.0,2,CatBoost_research_v1
FireplaceQu__Gd,0.11805621231138429,2,CatBoost_research_v1
FireplaceQu__NoFeature,0.2071658356765187,2,CatBoost_research_v1
FireplaceQu__Po,0.010190367761051271,2,CatBoost_research_v1
FireplaceQu__TA,0.0005391535913684415,2,CatBoost_research_v1
GarageType__2Types,0.0,2,CatBoost_research_v1
GarageType__Attchd,0.41313063337464245,2,CatBoost_research_v1
GarageType__Basment,0.0,2,CatBoost_research_v1
GarageType__BuiltIn,0.0,2,CatBoost_research_v1
GarageType__CarPort,0.004114748172180079,2,CatBoost_research_v1
GarageType__Detchd,0.040389363983142794,2,CatBoost_research_v1
GarageType__NoFeature,0.0,2,CatBoost_research_v1
GarageFinish__Fin,0.0,2,CatBoost_research_v1
GarageFinish__NoFeature,0.0,2,CatBoost_research_v1
GarageFinish__RFn,0.03047532725127008,2,CatBoost_research_v1
GarageFinish__Unf,0.13045127701038572,2,CatBoost_research_v1
GarageQual__Ex,0.0,2,CatBoost_research_v1
GarageQual__Fa,0.0011130944472625554,2,CatBoost_research_v1
GarageQual__Gd,0.0,2,CatBoost_research_v1
GarageQual__NoFeature,0.0,2,CatBoost_research_v1
GarageQual__Po,0.0,2,CatBoost_research_v1
GarageQual__TA,0.0060072201382755375,2,CatBoost_research_v1
GarageCond__Ex,0.0,2,CatBoost_research_v1
GarageCond__Fa,0.02346655229778431,2,CatBoost_research_v1
GarageCond__Gd,0.0,2,CatBoost_research_v1
GarageCond__NoFeature,0.0,2,CatBoost_research_v1
GarageCond__Po,4.9487832058170426e-05,2,CatBoost_research_v1
GarageCond__TA,0.3881192848185009,2,CatBoost_research_v1
PavedDrive__N,0.0005143143869490521,2,CatBoost_research_v1
PavedDrive__P,0.005945578802752281,2,CatBoost_research_v1
PavedDrive__Y,0.004286148203442986,2,CatBoost_research_v1
PoolQC__Ex,0.0,2,CatBoost_research_v1
PoolQC__Fa,4.6527498077613445e-05,2,CatBoost_research_v1
PoolQC__Gd,0.001472515059244056,2,CatBoost_research_v1
PoolQC__NoFeature,0.0,2,CatBoost_research_v1
Fence__GdPrv,0.009390957078969352,2,CatBoost_research_v1
Fence__GdWo,0.0075385427897920075,2,CatBoost_research_v1
Fence__MnPrv,0.0019335258806039333,2,CatBoost_research_v1
Fence__MnWw,0.005223602837942186,2,CatBoost_research_v1
Fence__NoFeature,0.016519369274588528,2,CatBoost_research_v1
MiscFeature__NoFeature,0.0,2,CatBoost_research_v1
MiscFeature__Rare,0.0,2,CatBoost_research_v1
MiscFeature__Shed,0.0,2,CatBoost_research_v1
SaleType__COD,0.02556038908821395,2,CatBoost_research_v1
SaleType__New,0.049395513404771586,2,CatBoost_research_v1
SaleType__Rare,0.04064723625023747,2,CatBoost_research_v1
SaleType__WD,0.040603248073301505,2,CatBoost_research_v1
SaleCondition__Abnorml,0.6391695035190363,2,CatBoost_research_v1
SaleCondition__Alloca,0.0,2,CatBoost_research_v1
SaleCondition__Family,0.005772168932650488,2,CatBoost_research_v1
SaleCondition__Normal,0.012970934038603017,2,CatBoost_research_v1
SaleCondition__Partial,0.07243972279611663,2,CatBoost_research_v1
SaleCondition__Rare,0.0,2,CatBoost_research_v1
LotFrontage,0.3313814189639186,3,CatBoost_research_v1
LotArea,1.9353093756615003,3,CatBoost_research_v1
OverallQual,3.8295615206015445,3,CatBoost_research_v1
OverallCond,3.4117844750244224,3,CatBoost_research_v1
YearBuilt,0.9764478598936357,3,CatBoost_research_v1
YearRemodAdd,1.2322852852505375,3,CatBoost_research_v1
MasVnrArea,0.09143487695579981,3,CatBoost_research_v1
BsmtFinSF1,1.256612242199217,3,CatBoost_research_v1
BsmtFinSF2,0.01071747527647985,3,CatBoost_research_v1
BsmtUnfSF,0.4402175292804145,3,CatBoost_research_v1
TotalBsmtSF,0.9010300658521022,3,CatBoost_research_v1
1stFlrSF,1.6280911198658243,3,CatBoost_research_v1
2ndFlrSF,0.06835604126313068,3,CatBoost_research_v1
LowQualFinSF,0.003968077127174691,3,CatBoost_research_v1
GrLivArea,0.7473508147161441,3,CatBoost_research_v1
BsmtFullBath,0.16770380141646699,3,CatBoost_research_v1
BsmtHalfBath,9.588828277156266e-05,3,CatBoost_research_v1
FullBath,0.02233192725087082,3,CatBoost_research_v1
HalfBath,0.08829726357539754,3,CatBoost_research_v1
BedroomAbvGr,0.02673033790143447,3,CatBoost_research_v1
KitchenAbvGr,0.041611744250236164,3,CatBoost_research_v1
TotRmsAbvGrd,0.07698147122398169,3,CatBoost_research_v1
Fireplaces,0.3381904890693915,3,CatBoost_research_v1
GarageYrBlt,0.5440985101373881,3,CatBoost_research_v1
GarageCars,1.3367727643986522,3,CatBoost_research_v1
GarageArea,0.5404583985022288,3,CatBoost_research_v1
WoodDeckSF,0.06671559908340664,3,CatBoost_research_v1
OpenPorchSF,0.05471528652694899,3,CatBoost_research_v1
EnclosedPorch,0.07151712436148927,3,CatBoost_research_v1
3SsnPorch,0.0003554179641758341,3,CatBoost_research_v1
ScreenPorch,0.07943663861751596,3,CatBoost_research_v1
PoolArea,0.0498673981076607,3,CatBoost_research_v1
MiscVal,0.0002746814871482046,3,CatBoost_research_v1
MoSold,0.05578466529886883,3,CatBoost_research_v1
YrSold,0.061296646677929154,3,CatBoost_research_v1
TotalSF,3.350127980415619,3,CatBoost_research_v1
LivingPlusBasementSF,3.9298148875018803,3,CatBoost_research_v1
TotalPorchSF,0.23059837953200416,3,CatBoost_research_v1
OutdoorSF,0.5048511696471151,3,CatBoost_research_v1
TotalBath,0.2628461484458616,3,CatBoost_research_v1
HouseAge,0.7365366354899987,3,CatBoost_research_v1
RemodAge,1.3910421137243416,3,CatBoost_research_v1
IsNewHouse,0.08141249031071666,3,CatBoost_research_v1
IsRemodeled,0.00020693667813127383,3,CatBoost_research_v1
HasGarageYrBlt,0.006358042220303167,3,CatBoost_research_v1
GarageAge,0.18294397127125955,3,CatBoost_research_v1
HasGarage,0.0007203782428507121,3,CatBoost_research_v1
HasBasement,0.0,3,CatBoost_research_v1
HasFireplace,0.0,3,CatBoost_research_v1
HasPool,0.0011288993410311639,3,CatBoost_research_v1
HasMasVnr,0.0,3,CatBoost_research_v1
HasWoodDeck,0.0,3,CatBoost_research_v1
HasOpenPorch,0.0,3,CatBoost_research_v1
HasScreenPorch,0.08456031207638831,3,CatBoost_research_v1
Has3SsnPorch,0.0,3,CatBoost_research_v1
HasMiscFeature,0.0,3,CatBoost_research_v1
HasFence,0.0,3,CatBoost_research_v1
HasAlley,0.002400496508768618,3,CatBoost_research_v1
ExteriorMatched,0.013525738975802734,3,CatBoost_research_v1
ExterQual_Ord,0.6063948675196055,3,CatBoost_research_v1
ExterCond_Ord,0.014792099836803744,3,CatBoost_research_v1
BsmtQual_Ord,0.9685776210205796,3,CatBoost_research_v1
BsmtCond_Ord,0.0069247449888366185,3,CatBoost_research_v1
BsmtExposure_Ord,0.2162038491871802,3,CatBoost_research_v1
BsmtFinType1_Ord,0.6658500685319749,3,CatBoost_research_v1
BsmtFinType2_Ord,0.018221928303574383,3,CatBoost_research_v1
HeatingQC_Ord,0.2080079210292418,3,CatBoost_research_v1
KitchenQual_Ord,0.5028137690979769,3,CatBoost_research_v1
Functional_Ord,0.4496790305712426,3,CatBoost_research_v1
FireplaceQu_Ord,1.4133223778019208,3,CatBoost_research_v1
GarageFinish_Ord,0.2242595574674692,3,CatBoost_research_v1
GarageQual_Ord,0.2727578451107744,3,CatBoost_research_v1
GarageCond_Ord,0.34622107619803116,3,CatBoost_research_v1
PavedDrive_Ord,0.12838890227514613,3,CatBoost_research_v1
PoolQC_Ord,0.004067124162917661,3,CatBoost_research_v1
Fence_Ord,0.0,3,CatBoost_research_v1
LotShape_Ord,0.17957377597879043,3,CatBoost_research_v1
LandSlope_Ord,0.0022714416281223483,3,CatBoost_research_v1
ExteriorQualityScore,0.18259843152934954,3,CatBoost_research_v1
KitchenQualityScore,1.094548457544546,3,CatBoost_research_v1
BasementQualityScore,0.8174786677538248,3,CatBoost_research_v1
BasementFinishScore,0.17660665054334707,3,CatBoost_research_v1
GarageQualityScore,0.17007187718083952,3,CatBoost_research_v1
LuxuryQualityScore,4.210691186279036,3,CatBoost_research_v1
OverallQual_x_TotalSF,19.07652758350187,3,CatBoost_research_v1
OverallQual_x_GrLivArea,6.8884510573439295,3,CatBoost_research_v1
OverallQual_x_TotalBath,7.484946723511949,3,CatBoost_research_v1
KitchenQual_Ord_x_GrLivArea,4.686872451650395,3,CatBoost_research_v1
ExterQual_Ord_x_GrLivArea,5.31715652965206,3,CatBoost_research_v1
BsmtQual_Ord_x_TotalBsmtSF,1.5254141109605701,3,CatBoost_research_v1
GarageFinish_Ord_x_GarageArea,1.6483423753592075,3,CatBoost_research_v1
GarageQual_Ord_x_GarageArea,0.6458678158556623,3,CatBoost_research_v1
MSSubClass__120,0.0,3,CatBoost_research_v1
MSSubClass__160,0.010944764576382328,3,CatBoost_research_v1
MSSubClass__180,0.0,3,CatBoost_research_v1
MSSubClass__190,0.000183987754987211,3,CatBoost_research_v1
MSSubClass__20,0.000470479493176504,3,CatBoost_research_v1
MSSubClass__30,0.22674206769379737,3,CatBoost_research_v1
MSSubClass__45,0.0,3,CatBoost_research_v1
MSSubClass__50,0.008139422382214044,3,CatBoost_research_v1
MSSubClass__60,0.0,3,CatBoost_research_v1
MSSubClass__70,0.004080592608919836,3,CatBoost_research_v1
MSSubClass__75,0.0003316429556824283,3,CatBoost_research_v1
MSSubClass__80,0.0,3,CatBoost_research_v1
MSSubClass__85,0.0,3,CatBoost_research_v1
MSSubClass__90,0.0009159204203990915,3,CatBoost_research_v1
MSSubClass__Rare,0.004156432758122666,3,CatBoost_research_v1
MSZoning__C (all),0.4708331131882098,3,CatBoost_research_v1
MSZoning__FV,0.037941595738255715,3,CatBoost_research_v1
MSZoning__RH,0.022718430534907748,3,CatBoost_research_v1
MSZoning__RL,0.15930895222857305,3,CatBoost_research_v1
MSZoning__RM,0.4687797044434242,3,CatBoost_research_v1
Street__Grvl,0.0016420844870828068,3,CatBoost_research_v1
Street__Pave,0.0018453426190935874,3,CatBoost_research_v1
Alley__Grvl,0.01065695741829399,3,CatBoost_research_v1
Alley__NoFeature,0.00021838346177431648,3,CatBoost_research_v1
Alley__Pave,0.10906227252688967,3,CatBoost_research_v1
LotShape__IR1,0.004128088024490629,3,CatBoost_research_v1
LotShape__IR2,0.002422363187299812,3,CatBoost_research_v1
LotShape__IR3,0.0,3,CatBoost_research_v1
LotShape__Reg,0.08250486659872344,3,CatBoost_research_v1
LandContour__Bnk,0.0,3,CatBoost_research_v1
LandContour__HLS,0.01658068683934209,3,CatBoost_research_v1
LandContour__Low,0.004275179844215151,3,CatBoost_research_v1
LandContour__Lvl,0.008402502979219552,3,CatBoost_research_v1
Utilities__AllPub,0.0,3,CatBoost_research_v1
Utilities__NoSeWa,0.0,3,CatBoost_research_v1
LotConfig__Corner,0.0,3,CatBoost_research_v1
LotConfig__CulDSac,0.07659064762294802,3,CatBoost_research_v1
LotConfig__FR2,0.007451977575030074,3,CatBoost_research_v1
LotConfig__FR3,0.0,3,CatBoost_research_v1
LotConfig__Inside,0.0013604471310739578,3,CatBoost_research_v1
LandSlope__Gtl,0.0,3,CatBoost_research_v1
LandSlope__Mod,0.0,3,CatBoost_research_v1
LandSlope__Sev,0.001355081968002967,3,CatBoost_research_v1
Neighborhood__Blmngtn,0.0,3,CatBoost_research_v1
Neighborhood__BrDale,0.0005387716563432395,3,CatBoost_research_v1
Neighborhood__BrkSide,0.034920076129894326,3,CatBoost_research_v1
Neighborhood__ClearCr,0.04561912711400504,3,CatBoost_research_v1
Neighborhood__CollgCr,0.0,3,CatBoost_research_v1
Neighborhood__Crawfor,0.5751243581078186,3,CatBoost_research_v1
Neighborhood__Edwards,0.050034874491159155,3,CatBoost_research_v1
Neighborhood__Gilbert,0.0,3,CatBoost_research_v1
Neighborhood__IDOTRR,0.013262684448065344,3,CatBoost_research_v1
Neighborhood__MeadowV,0.0009906046167948363,3,CatBoost_research_v1
Neighborhood__Mitchel,0.0017607027537488787,3,CatBoost_research_v1
Neighborhood__NAmes,0.06374326615189495,3,CatBoost_research_v1
Neighborhood__NWAmes,0.021863905138128314,3,CatBoost_research_v1
Neighborhood__NoRidge,0.0,3,CatBoost_research_v1
Neighborhood__NridgHt,0.0,3,CatBoost_research_v1
Neighborhood__OldTown,0.0697448471885303,3,CatBoost_research_v1
Neighborhood__Rare,0.0,3,CatBoost_research_v1
Neighborhood__SWISU,0.0023433895057803525,3,CatBoost_research_v1
Neighborhood__Sawyer,0.0,3,CatBoost_research_v1
Neighborhood__SawyerW,0.0,3,CatBoost_research_v1
Neighborhood__Somerst,0.007793143323292259,3,CatBoost_research_v1
Neighborhood__StoneBr,0.07089947940346339,3,CatBoost_research_v1
Neighborhood__Timber,0.0,3,CatBoost_research_v1
Neighborhood__Veenker,0.0,3,CatBoost_research_v1
