model_name,feature,mean_coefficient,std_coefficient,mean_abs_coefficient,positive_fold_count,negative_fold_count,nonzero_fold_count,coefficient_direction
ElasticNet_RobustScaler_baseline,HouseAge,-0.041165731236858814,0.005918575478478644,0.041165731236858814,0,5,5,negative
ElasticNet_RobustScaler_baseline,HouseStyle__1.5Fin,-0.005437138607092876,0.004782154172555343,0.005437138607092876,0,4,4,negative
ElasticNet_RobustScaler_baseline,HouseStyle__1.5Unf,0.005072076830968995,0.005699565310046347,0.005072076830968995,3,0,3,positive
ElasticNet_RobustScaler_baseline,HouseStyle__1Story,-0.006289510071640532,0.004849268965397598,0.006289510071640532,0,4,4,negative
ElasticNet_RobustScaler_baseline,HouseStyle__2.5Unf,0.00184989332960953,0.0030614538888638306,0.00184989332960953,2,0,2,positive
ElasticNet_RobustScaler_baseline,HouseStyle__2Story,-0.008849664378809347,0.010714440144554322,0.008849664378809347,0,3,3,negative
ElasticNet_RobustScaler_baseline,HouseStyle__Rare,0.0016920922908417204,0.0037836333865254312,0.0016920922908417204,1,0,1,positive
ElasticNet_RobustScaler_baseline,HouseStyle__SFoyer,0.0005637644033263183,0.0012606155291322563,0.0005637644033263183,1,0,1,positive
ElasticNet_RobustScaler_baseline,HouseStyle__SLvl,0.0007470545906760272,0.0016704648476548773,0.0007470545906760272,1,0,1,positive
ElasticNet_RobustScaler_baseline,IsNewHouse,0.00020423669628213555,0.0006582207680804239,0.000337066593695397,1,1,2,positive
ElasticNet_RobustScaler_baseline,IsRemodeled,-0.0030157061191379694,0.0025401578265142905,0.0030157061191379694,0,4,4,negative
ElasticNet_RobustScaler_baseline,KitchenAbvGr,-0.061119353635017706,0.011402638195318636,0.061119353635017706,0,5,5,negative
ElasticNet_RobustScaler_baseline,KitchenQual_Ord,0.00024251081667440668,0.0005422706713629629,0.00024251081667440668,1,0,1,positive
ElasticNet_RobustScaler_baseline,KitchenQual_Ord_x_GrLivArea,0.002956005800088365,0.0037750270299276197,0.002956005800088365,3,0,3,positive
ElasticNet_RobustScaler_baseline,KitchenQual__Ex,0.05929396360477638,0.010899895971171162,0.05929396360477638,5,0,5,positive
ElasticNet_RobustScaler_baseline,KitchenQual__Fa,0.0,0.0,0.0,0,0,0,zero
ElasticNet_RobustScaler_baseline,KitchenQual__Gd,-0.00713145145860333,0.008543103212195433,0.00713145145860333,0,4,4,negative
ElasticNet_RobustScaler_baseline,KitchenQual__TA,-0.006027667747242331,0.008914326376574183,0.006027667747242331,0,3,3,negative
ElasticNet_RobustScaler_baseline,KitchenQualityScore,0.00021487524499593283,0.0004804756544928273,0.00021487524499593283,1,0,1,positive
ElasticNet_RobustScaler_baseline,LandContour__Bnk,-0.0008831340285177104,0.005587054129369417,0.0042639050288512574,1,3,4,negative
ElasticNet_RobustScaler_baseline,LandContour__HLS,0.004090414767021132,0.00345232886468145,0.004090414767021132,4,0,4,positive
ElasticNet_RobustScaler_baseline,LandContour__Low,-0.0037448933937447248,0.005378814439541838,0.0037448933937447248,0,2,2,negative
ElasticNet_RobustScaler_baseline,LandContour__Lvl,-0.0007378914921008517,0.0016499755363562536,0.0007378914921008517,0,1,1,negative
ElasticNet_RobustScaler_baseline,LandSlope_Ord,0.011127869927329217,0.008189460090778566,0.011127869927329217,4,0,4,positive
ElasticNet_RobustScaler_baseline,LandSlope__Gtl,0.0,0.0,0.0,0,0,0,zero
