model_name,dataset_type,cv_mean_log_rmse,cv_std_log_rmse,oof_log_rmse,mean_train_log_rmse,mean_train_valid_gap,raw_mae_oof,raw_rmse_oof,raw_r2_oof,total_time_seconds,fold_count,rank,total_features,active_features,always_active_features,mean_abs_coefficient,max_abs_coefficient,inactive_features
ElasticNet_RobustScaler_baseline,linear,0.11074288351126252,0.009057239772414445,0.11104220131071016,0.09112342702854832,0.019619456482714202,13506.653701284873,21150.13109258039,0.9291656573576303,0.9650750160217285,5,1,343,259,94,0.011284997341474558,0.2733528770684446,84
Ridge_RobustScaler_baseline,linear,0.11196667455600458,0.009859920749248467,0.1123167851967404,0.0951632792633578,0.016803395292646767,13814.680696018411,21673.953107520654,0.925613521466524,0.2148151397705078,5,2,343,343,336,0.010989721371661675,0.07600941177267242,0
