price_bin,absolute_log_error
"(34899.999, 106425.0]",0.14483874983422548
"(106425.0, 124000.0]",0.08046483943036034
"(124000.0, 135500.0]",0.06306728841877923
"(135500.0, 147000.0]",0.07123741557025227
"(147000.0, 163000.0]",0.07087552231068724
"(163000.0, 179240.0]",0.06170015582101721
"(179240.0, 198860.0]",0.057377455668794056
"(198860.0, 230000.0]",0.0683621214749979
"(230000.0, 278000.0]",0.08029779225782573
"(278000.0, 755000.0]",0.08940336353358692
