price_bin,absolute_log_error
"(34899.999, 106425.0]",0.13122260785085277
"(106425.0, 124000.0]",0.08285332257891746
"(124000.0, 135500.0]",0.0633241795001954
"(135500.0, 147000.0]",0.07533257756224515
"(147000.0, 163000.0]",0.06870450090478851
"(163000.0, 179240.0]",0.06449902926830323
"(179240.0, 198860.0]",0.06040150989478522
"(198860.0, 230000.0]",0.056700801695180006
"(230000.0, 278000.0]",0.06991300578680817
"(278000.0, 755000.0]",0.09001862714422415
