model_name,mean_log_residual,median_log_residual,std_log_residual,mean_abs_log_error,median_abs_log_error,max_abs_log_error,mean_raw_residual,median_raw_residual,mean_abs_raw_error,max_abs_raw_error
ElasticNet_RobustScaler_baseline,0.0006539194932080882,0.0030656360197856003,0.11107837510685845,0.07661212304858625,0.054435959229592434,0.7820035739512115,1198.3044924494288,556.055506409255,13506.653701284875,155011.20219642826
Ridge_RobustScaler_baseline,0.00028580231570688564,0.00714062372730595,0.1123549586846626,0.0779422653443538,0.05643704475729816,0.8130131819426829,1295.1292143934104,1229.0768499738915,13814.680696018413,177478.85334796226
